股票代码,标题,作者ID,最后更新
300059,东方财富业绩增长63.2%，为啥就是不涨反而大跌，这是主力故意洗盘的手法吗？还是,未知用户,04-02 06:49
300059,韭菜们，今天改清仓了，坐等破18来抄底,未知用户,04-02 06:14
300059,东方财富一直持有，亏的是不亦乐乎，我理解券商可能是故意压着不让涨，因为该板块权重,未知用户,04-01 09:24
300059,再次强调：现在券商就放心买大胆买，耐心持股，风水轮流转！！！,未知用户,04-01 09:18
300059,今天买长盈精密,未知用户,04-02 03:16
300059,30.44成本，L4巅峰满仓满融至今降到L3入门槛，整整1年半融资利息高达20万,未知用户,03-26 02:13
300059,1919踩上1818。冲啊,未知用户,04-02 12:26
300059,说实话，一年不要关注，年底再来看，还是19元,未知用户,04-01 10:40
300059,左手创新药，右手券商，继续熬,未知用户,04-01 04:44
300059,惊讶发现，月K已七连阴了！啧啧啧……,未知用户,04-01 04:35
300059,1919就是要走要走，别想了，快走，别怪没提醒你,未知用户,04-01 10:45
300059,大雁排成V字飞得最远！东方财富能否突破100元？各位期待1.5万亿市值的东方财富,未知用户,04-01 11:56
300059,满仓持股东财的第366天。股票唯一长期盈利的方案就是长拿，侧重只买不卖，每年的卖,未知用户,04-01 01:23
300059,月黄线守得住吗？,未知用户,04-01 10:42
300059,主力手里还有多少货？怕不是融券做空，别给自己完爆了,未知用户,04-01 11:10
300059,19.2已进入，我宣布，东财已经调整到位，即将启动，顺便说一句东方财富是A股最好,未知用户,04-01 11:20
300059,今年争取过31元,未知用户,04-01 10:20
300059,来来，涨,未知用户,03-03 11:30
300059,明天的剧本小幅高开然后又是祖训。,未知用户,04-01 10:45
300059,20260401,未知用户,04-01 05:59
300059,不管怎么说，今天是所谓愚人节，什么都别太当真！,未知用户,04-01 10:29
300059,低位19.19是求救信号，呼唤同道别破关健位，长长久久，要救，要久！是稳了吗，还,未知用户,04-01 05:51
300059,券商板块今日集体回暖，东财领涨，板块轮动行情正式启动。,未知用户,04-01 04:15
300059,请问可以来抄小底底吗？小姐姐们,未知用户,04-01 09:31
300059,A股三大指数收报：3948.55，13706.52，3247.52。沪深京三市成,未知用户,04-01 09:39
300059,老夫梭哈，啊哦啊哦哦,未知用户,04-01 09:34
300059,排名又上去了明天又可以收割一波了,未知用户,04-01 09:13
300059,我就想不明白，券商是领头羊，科技已经大红，为什么券商不动呢？,未知用户,04-01 09:06
300059,没有放量到21块，我坚决不补仓！,未知用户,04-01 08:31
300059,兄弟们，今天刚进来，需要注意什么？,未知用户,03-31 02:36
300059,一九一九好朋友,未知用户,04-01 08:43
300059,券商为什么从牛市骑手沦落为拖油瓶？,未知用户,04-01 07:45
300059,经过今天高达1.5%的暴涨，东财的筹码峰获利比例达到惊人的3%，在为97%的人感,未知用户,04-01 08:10
300059,今天这走势，是要反转？,未知用户,04-01 01:17
300059,东财今日探底回升收红，主力洗盘完毕，满仓拿稳，坐等主升浪。,未知用户,04-01 07:13
300059,央行、证监会等四部门联合召开科技金融工作交流推进会央行网站14分钟前,未知用户,04-01 07:45
300059,19.8的本，今天涨了点还没回本，要不要补仓，求大佬指点,未知用户,04-01 07:09
300059,他猫，我也是回本之路,未知用户,04-01 07:39
300059,又一地！4月1日起，中通、圆通、申通、韵达、极兔在山东区域同步上调价格，3kg以,未知用户,04-01 06:46
300059,满仓满融回来,未知用户,04-01 05:50
300059,对比中信、华泰，东财弹性更足，板块反弹它会率先发力。,未知用户,04-01 04:16
300059,关键时刻,未知用户,03-19 08:41
300059,5月K21.3元总要摸一下吧,未知用户,04-01 05:02
300059,16.86缺口应该都会补上，跌了半年多了，均线全部往下发散，反弹无力，短期有也是,未知用户,04-01 04:40
300059,蹭AI金融热点，东财布局AI赋能，新业务将带动业绩爆发,未知用户,04-01 04:45
300059,今天表现的确有些拖后腿,未知用户,04-01 04:43
300059,能不能涨回26,未知用户,04-01 02:46
300059,这日子啥时候是个头,未知用户,04-01 04:32
300059,蹭券商利好热点，东财作为龙头，直接受益，后续行情可期,未知用户,04-01 04:28
300059,新手别满仓梭哈，东财波动大，分批建仓，控制好仓位最重要,未知用户,04-01 04:26
300059,23的本，这个月能回本吗？,未知用户,04-01 03:06
300059,东财长期逻辑不变，定投分批买，不追高，稳稳拿住等收益,未知用户,04-01 04:21
300059,围观股吧吵架，看多唱空互怼，东财吧还是这么热闹,未知用户,04-01 04:21
300059,呦喉。。金叉了,未知用户,04-01 04:14
300059,吐槽主力磨盘，跌了大半个月，今天才涨1.59%，太磨人了。,未知用户,04-01 04:18
300059,东方财富您好！,未知用户,04-01 09:59
300059,19.19要走要走！！别不听,未知用户,04-01 04:09
300059,数字挺好,未知用户,04-01 03:37
300059,19.19，要救市吗,未知用户,04-01 03:57
300059,压大盘了,未知用户,04-01 03:51
300059,因为散户不可做空，如果可以做空，牛短熊长要逆转,未知用户,04-01 02:36
300059,非银金融重大利好,未知用户,04-01 03:36
300059,2025年一季度，东方财富归属净利润为27.15亿元，同比增长38.96%。若2,未知用户,04-01 02:43
300059,开门红，哈哈哈,未知用户,04-01 03:28
300059,哈哈，牛丶真牛，就拔三毛，多点都不给,未知用户,04-01 03:28
300059,你啊一个月红一次,未知用户,04-01 03:13
300059,还能交易吗,未知用户,04-01 03:15
300059,从前年日成交量900亿到如今每日二三十亿，这中间发生了什么？,未知用户,04-01 03:11
300059,看到原油大跌，今天你资金是流入的，如果原油晚上还收跌，明天会不会证券板块去上攻沪,未知用户,04-01 03:13
300059,这个股就是日内波动太小，做T太难了,未知用户,04-01 03:11
300059,机构：证券行业防御与反弹攻守兼备,未知用户,03-31 09:28
300059,尾盘买进了底仓，鬼使神差买了证券，啥情况呀这票？,未知用户,04-01 02:55
300059,1919收盘,未知用户,04-01 02:51
300059,大爷，把这股走成这样,未知用户,04-01 02:54
300059,这票挂的量化,未知用户,04-01 02:52
300059,散户太多，证券还得跌，证券跌那就是大盘还得回落，至少回踩到3700,未知用户,04-01 02:52
300059,我发现：一年K线图，去年3月到今天，大部分股票都是东方财富这走势。只有6月和8月,未知用户,04-01 02:15
300059,这个价买不了吃亏上当，日K上方有三根缺口，总是要回补的,未知用户,04-01 02:42
300059,我好恨！我好恨！我好恨！,未知用户,04-01 02:35
300059,这么横着正在等接盘侠,未知用户,04-01 02:40
300059,券商太尴尬，不敢涨，他一涨大盘分分钟干到4500,未知用户,04-01 02:38
300059,买这货太后悔了,未知用户,04-01 02:42
300059,27.47的本何时能解套,未知用户,04-01 02:34
300059,马德，券商股两年，都不涨，还是牛市吗？,未知用户,04-01 02:30
300059,走了，实在看不到希望了,未知用户,04-01 02:37
300059,日经225指数收涨5.24%，报53739.68点。韩国综指收涨8.44%，报5,未知用户,04-01 02:34
300059,你和指南针有啥区别，你去靠它的市盈率啊,未知用户,04-01 02:33
300059,没什么分歧没人想买也没人想卖,未知用户,04-01 02:24
300059,还得收绿，开盘价都过不去，一个字跑,未知用户,04-01 02:32
300059,证券不动大家不动,未知用户,04-01 02:32
300059,没有量，今天没戏了,未知用户,04-01 02:30
300059,"鸭子嘴硬,",未知用户,04-01 02:29
300059,主力收在20以上啊，要不然我就清仓了啊,未知用户,04-01 02:19
300059,今天进的明天埋，明天进的当天埋，股性如此.,未知用户,04-01 02:28
300059,又来矢量素材啦，看今天的交易额，再看一遍走势图哦！,未知用户,04-01 02:26
300059,今天回踩15分钟55线未破，应该慢慢走稳了,未知用户,04-01 02:25
300059,2024年10月24的时候，阶段最低1883，后面开始一轮行情。2026年3月3,未知用户,04-01 02:24
300059,买买买买,未知用户,04-01 02:23
300059,期待一季报中自营业务能改善0.23。,未知用户,04-01 02:22
300059,18来了，16还远吗？？？,未知用户,04-01 02:20
300059,自己去看看高盛目标价16.8任何反弹都是减仓逃命的机会为什么这么弱就是因为还没到,未知用户,04-01 02:01
300059,东方-跌的时间够久，也跌到底了，现在价格便宜，很看好，干进去！干进去！,未知用户,04-01 02:18
300059,太一致了，两天的行情一天走完，估计又要跌一周。目前原油也不可能直接A杀下去。,未知用户,04-01 01:55
300059,希望你能帮我拉上去，我须要吃肉,未知用户,04-01 02:13
300059,20.5的本，这个月能回吗？,未知用户,04-01 02:12
300059,上涨无量，下跌有量了,未知用户,04-01 02:06
300059,收盘能守住五日线就是奇迹了,未知用户,04-01 02:11
300059,19.12十倍抢筹增仓开新仓更好越跌越买建仓越安全,未知用户,04-01 02:10
300059,以后两个点卖，尾盘再接回来,未知用户,04-01 02:08
300059,哥我错了,未知用户,04-01 02:07
300059,一点吗？,未知用户,04-01 02:07
300059,每下5毛加一成仓位，只亏时间不亏钱,未知用户,04-01 02:07
300059,感觉有点跌不动了,未知用户,03-30 06:52
300059,老剧本，冲高下杀，收盘大跌！,未知用户,04-01 01:46
300059,这个和中信，走势永远是向下，一年大概有几天是领先，远不如银行,未知用户,04-01 01:50
300059,[图片],未知用户,04-01 02:03
300059,19.13十倍抢筹增仓开新仓更好破31,未知用户,04-01 02:02
300059,19.20十倍抢筹增仓上板，开新仓更佳,未知用户,04-01 10:40
300059,在砸盘这件事上，DC，从不让人失望。,未知用户,04-01 02:02
300059,恐慌情绪在不断蔓延，静观其变！外围消息在扰动，等待释放的一天来临，慎行慎行。,未知用户,03-31 02:49
300059,冲了一天，还没开盘高，明天又是关灯的日子,未知用户,04-01 02:01
300059,不愧是板块龙头,未知用户,04-01 01:52
300059,不长就算了，怎么还下跌呢我服了,未知用户,04-01 01:59
300059,东财涨不上去，跌不下去，要死不活的,未知用户,04-01 01:58
300059,收盘会不会跌一个点呀，好怕,未知用户,04-01 01:49
300059,每日一跳开始了,未知用户,04-01 01:56
300059,今天会不会创新底！！！,未知用户,04-01 01:49
300059,这个鸟股什么时候卖出都是正确的选择,未知用户,04-01 01:51
300059,又可以砸了,未知用户,04-01 01:50
300059,19.17十倍抢筹增仓开新仓更佳。上板破31,未知用户,04-01 01:44
300059,今天可以拉升吗？东财东财@妙想,未知用户,04-01 01:23
300059,证券就是搞笑来的，我好久都没有操作证券板块的欲望了，静静地看他表演,未知用户,04-01 01:45
300059,出货了吗,未知用户,04-01 01:45
300059,哈哈我们明天卖货高价,未知用户,04-01 01:44
300059,五日线不可能破的,未知用户,03-25 02:22
300059,又开始砸了,未知用户,04-01 01:43
300059,木有量，涨毛线，东方必败,未知用户,04-01 01:42
300059,告诉大家个好消息，大盘已经成功走出底部了，返回3月20日位置。而3月20日的位置,未知用户,04-01 01:41
300059,都能涨，就这货不能涨，那干脆就继续砸吧，把其他的也拉下来,未知用户,04-01 01:41
300059,没量！还是不行！,未知用户,04-01 01:40
300059,这点量能红就偷着乐吧，明天继续阴跌,未知用户,04-01 01:37
300059,涨的没有跌的多，纯粹是跟着大盘凑数的，整个板块,未知用户,04-01 01:37
300059,磨半天了，要下来快点,未知用户,04-01 01:37
300059,自去年发动的这波牛市，玩证券的太可怜了，还要亏钱,未知用户,04-01 01:36
300059,好家伙，亚太股市就属大A反弹涨得最多，四川人民发来贺电！,未知用户,04-01 01:36
300059,缺口补了，你要撤退吗,未知用户,04-01 01:35
300059,又是老套路！指数涨！,未知用户,04-01 01:35
300059,买银行买指数比券商好多啦,未知用户,04-01 01:34
300059,各大指标都补了3月23缺口了，就差证券板块和北证50，这不说的就是你。,未知用户,04-01 01:33
300059,两点半直线拉升,未知用户,04-01 01:33
300059,今天不上20，明天全出。,未知用户,04-01 01:32
300059,月线7连跌，4月在跌就8连跌了,未知用户,04-01 01:30
300059,咸鱼难翻身,未知用户,04-01 01:28
300059,散户大本营，哈哈,未知用户,04-01 01:26
300059,拉一把券商不就上4000了吗,未知用户,04-01 01:22
300059,坐等这波行情开始，暴力拉升，看到4500点。,未知用户,04-01 01:05
300059,创新药20%美诺华抄底,未知用户,04-01 01:17
300059,[赞][爱心][献花],未知用户,04-01 01:15
300059,这个位置还是可以博一下的,未知用户,04-01 01:15
300059,claudecode不小心开源，利好东方财富的AI功能【ClaudeCode源码,未知用户,04-01 01:15
300059,走势稳如,未知用户,04-01 01:14
300059,满仓了，这一波25--30分批撤退,未知用户,04-01 01:13
300059,今天的东财，真是强的一批啊,未知用户,04-01 01:13
300059,19.20十倍抢筹增仓。上板。破31,未知用户,04-01 01:11
300059,加仓加仓加仓加仓满仓干！坐等庄家拉升！冲冲冲冲冲冲冲冲冲冲冲冲冲冲冲冲冲冲冲冲冲,未知用户,04-01 01:10
300059,你不压散户可回本了,未知用户,04-01 01:09
300059,摇摇欲坠，随时被砸。,未知用户,04-01 01:09
300059,超跌反弹下跌趋势不变融资盘不爆仓不会拉升,未知用户,04-01 12:57
300059,周线缺口还没回补,未知用户,04-01 12:49
300059,还是继续看空我融券！保证要跌的！！不信看着吧,未知用户,04-01 11:09
300059,来个15元的大宗交易继续砸盘,未知用户,04-01 12:48
300059,先出去，明天跌再接回来,未知用户,04-01 11:46
300059,止跌了，资金开始流入了。抄底啊兄弟们姐妹们,未知用户,04-01 12:35
300059,主力拉一半又不干活19.30真冲不过去？,未知用户,04-01 11:40
300059,底部买入输时间不会输钱！！！！,未知用户,04-01 11:46
300059,打史不放量,未知用户,04-01 12:19
300059,不适合1919适合2222,未知用户,04-01 12:15
300059,是真能绿,未知用户,04-01 12:07
300059,下午真能绿吗,未知用户,04-01 12:00
300059,希望股民们记住东方财富，这就是资本，历史上生动一课。,未知用户,04-01 11:05
300059,券商板块领头羊是谁静等火箭发射,未知用户,04-01 10:48
300059,下午应该没得机会跑了，又套牢一大批，明天大盘绿0.几，这货最少两个点,未知用户,04-01 11:52
300059,弱势难改还有很多货需要出短时间内难好今天幸亏指数大涨,未知用户,04-01 11:45
300059,东财的家人们真是价投者啊,未知用户,04-01 11:45
300059,最多值9.8,未知用户,04-01 11:43
300059,高开就给量化留了足够盈利的空间了，所以必然抛出一大批，等回落后又吃回来。量化的资,未知用户,04-01 11:39
300059,又低于开盘价，下午会戴吗？,未知用户,04-01 11:36
300059,券商里跌得最久最多那几个，反弹时就今天看来也是最少那几个，这种票就应该扫进垃圾堆,未知用户,04-01 11:22
300059,4月17日解禁股的股价是多少？哪位朋友知道？2.38亿股,未知用户,04-01 11:06
300059,笑死了那个假神，天天在这分析来分析去没一次对的，一路看多一路下跌，说了一句他对不,未知用户,04-01 09:23
300059,"有500股成本价20,6元。要有盈利还要等好久呢。",未知用户,04-01 11:29
300059,涨的真好呀,未知用户,04-01 11:29
300059,大胆预测东财四月份的走势:月初反弹3-5个点，月中继续阴跌往下，月底绿色收盘！月,未知用户,04-01 11:28
300059,各位大佬，东财何时走出深坑？,未知用户,04-01 11:22
300059,今天买的要么是新手，要么是，都知道今天大涨明天大跌，A十次有十一次都是这么量,未知用户,04-01 11:25
300059,24买进去一直砸盘,未知用户,04-01 11:24
300059,当你认为要涨的时候，就跌给你看,未知用户,04-01 11:24
300059,下跌如山倒，上涨如抽丝。,未知用户,04-01 11:23
300059,终于不用爆仓了，希望下午突破缺口，不然又是废,未知用户,04-01 11:21
300059,欲望越强，破绽越多。无欲无求，安安全全,未知用户,04-01 11:19
300059,没戏，压死了，连昨天的高度都到不了，大盘都带不动,未知用户,04-01 11:18
300059,太弱了，跑,未知用户,04-01 11:15
300059,午后直线拉升,未知用户,04-01 11:14
300059,只有破了10元才会反转,未知用户,04-01 11:13
300059,好人不会劝人买股票因为懂得都懂,未知用户,04-01 11:13
300059,今天大盘要补上方缺口必须要动用券商板块才可顺利坐稳，券商才是我们散户的定海神针。,未知用户,04-01 10:44
300059,留下的发财,未知用户,04-01 11:10
300059,分时双头形成，看来涨不动了啊,未知用户,04-01 11:09
300059,世人只知涨价可以赚钱殊不知只要有差价都能赚钱的,未知用户,04-01 11:09
300059,反弹中是最容易亏钱的因为此时散户欲望最强管不住手钱自然就送进来了,未知用户,04-01 11:01
300059,钝刀割肉,未知用户,04-01 11:02
300059,没有量啊,未知用户,04-01 11:07
300059,吃掉19.3追上中信,未知用户,04-01 10:54
300059,低吸撤了，有时候真不是不格局，是真的格局就砸。,未知用户,04-01 11:06
300059,二次未上冲19.29，下午又开始向下萌冲了，它很乖哦。与肩商指数基本一致走势，不,未知用户,04-01 11:05
300059,已满仓东财的拿好筹码31以下不减仓。否则你越做越被动,未知用户,04-01 10:42
300059,没有人应该比我的成本更低了吧,未知用户,04-01 10:55
300059,涨停一次又如何？,未知用户,04-01 11:00
300059,主力真会玩,未知用户,04-01 10:58
300059,财神爷今天千万别砸场子哦,未知用户,04-01 10:58
300059,求求你我的财神大人今天千万别砸盘啊,未知用户,04-01 10:57
300059,22.6的成本，20我就割肉，让我少亏一些！！哥,未知用户,04-01 10:51
300059,大盘眼看都要补缺了,未知用户,04-01 10:55
300059,别涨太多,未知用户,04-01 10:52
300059,奉劝大家别进,未知用户,04-01 10:51
300059,是该你表现一下了！,未知用户,04-01 10:51
300059,反弹看看就行别嫌自己钱多憋得慌硬要拿出来买,未知用户,04-01 10:49
300059,没量，又是骗人接盘，量化做T,未知用户,04-01 10:45
300059,一买就套,未知用户,04-01 09:39
300059,加油补缺口去,未知用户,04-01 10:45
300059,没有量，成交额能达到80亿样子才行,未知用户,04-01 10:45
300059,今天只是借外围情绪掩护量化出货，注意风险,未知用户,04-01 10:38
300059,坚定17-18之间抄,未知用户,04-01 10:38
300059,普大喜奔，解套啦,未知用户,04-01 09:33
300059,大半年还在磨底，证券股上涨无量，在干嘛呀,未知用户,04-01 10:41
300059,有没有T飞了的？,未知用户,04-01 10:34
300059,券商的强势回归很快来到,未知用户,04-01 10:10
300059,券商做空市场,未知用户,04-01 10:40
300059,庄家拉到23.5，我带上我家里腊猪脚，去给你免费给打扫厕所一个月，，说到做到,未知用户,04-01 10:20
300059,业绩超长发挥大家知道几个亿,未知用户,04-01 10:37
300059,十个涨停,未知用户,04-01 10:36
300059,害老子错过2个亿！,未知用户,04-01 10:36
300059,19.99抄底的，买完就一直跌,未知用户,04-01 10:36
300059,小心量化交易昨天那个走势,未知用户,04-01 10:27
300059,没得万手哥。东财、券商没希望,未知用户,04-01 10:26
300059,涨不过中信，要你何用,未知用户,04-01 10:30
300059,下午50万手点火,未知用户,04-01 10:30
300059,目前的量能只能维持不跌，涨就别多想了！,未知用户,04-01 10:28
300059,买你家股票亏钱，还要给你手续费，我要换软件。,未知用户,04-01 10:27
300059,还会下穿19元，拿技术指标、走势图说事的，庄家操盘手难道不会看,未知用户,04-01 10:27
300059,跌的时候夸夸四五个点。涨起来一两个点。没救了,未知用户,04-01 10:25
300059,把周五卖的弄回来，明天喝口汤应该没多大问题！,未知用户,03-30 03:30
300059,19.23十倍抢筹增仓上板。开新仓更佳,未知用户,04-01 10:12
300059,今天居然是垫底,未知用户,04-01 10:18
300059,别做梦了，想回本换股！,未知用户,04-01 10:18
300059,快跌到18以下,未知用户,04-01 10:17
300059,18.45是个安全的江恩价格,未知用户,02-24 03:17
300059,我的天一百多万股东,未知用户,04-01 10:15
300059,又套了一批！,未知用户,04-01 09:57
300059,跌的多涨的少？,未知用户,04-01 10:03
300059,分时图可以看出未来几天的走势都是很疲软无力的,未知用户,04-01 10:13
300059,19.15十倍抢筹建仓增仓。中信证券24.3十倍抢筹建仓增仓。上板,未知用户,04-01 09:41
300059,a股是跟着东财跟中信走的,未知用户,04-01 10:11
300059,今天又是换大跌调整的科技股的机会，好几次大跌后反弹十几20个点机会,未知用户,03-31 09:58
300059,不要再打压了，涨5个点行不行？,未知用户,04-01 10:11
300059,你M就看着我手里那点筹码一卖就涨,未知用户,04-01 10:11
300059,又被洗跑了,未知用户,04-01 10:11
300059,量化又开始了？,未知用户,04-01 09:52
300059,证券行情为什么死的这么惨？2026年首季总成交量同比增长是66.28%。,未知用户,04-01 09:04
300059,，这套了一批,未知用户,04-01 10:09
300059,傻傻的还在等，你还以为会跌吗？主力都开始抢筹了,未知用户,04-01 10:09
300059,分时图上多次筑顶回落后续继续看无力,未知用户,04-01 10:08
300059,今天收盘价20.26,未知用户,04-01 10:08
300059,感觉要涨了,未知用户,04-01 10:06
300059,好厉害啊，一拉证券大盘就直上涨,未知用户,04-01 10:06
300059,听说涨瀑4%，不知为什么？那4达克+标不哥,未知用户,04-01 05:36
300059,券商没有涨的逻辑，指数已经不用他来稳了，散户越来越多套牢盘越来越重，抖音都在说券,未知用户,04-01 10:03
300059,今日券商反手做多，引领大盘,未知用户,04-01 10:03
300059,能不能像个爷们，拉一下，一点信心都没有了,未知用户,04-01 10:02
300059,汇金持有不会涨的，走了。,未知用户,04-01 10:02
300059,啥也不是,未知用户,04-01 10:02
300059,再下来，明天割掉全部买指数以后不看盘了,未知用户,04-01 10:01
300059,渣渣券，真的扶不起来了吗,未知用户,04-01 10:01
300059,16.92有巨大向上跳空缺口不知道会不会回补？,未知用户,04-01 10:01
300059,坚定看到15…忍着…,未知用户,04-01 10:00
300059,收盘绿，这个,未知用户,04-01 09:59
300059,说18块大底的那位出来说两句。你是不是太年轻了,未知用户,04-01 09:58
300059,主力怎么知道。我设置。19.29,未知用户,04-01 09:58
300059,换科技吧,未知用户,04-01 09:56
300059,券商不涨不能趋势。,未知用户,04-01 09:56
300059,呵呵，舒服了吧,未知用户,04-01 09:55
300059,高开低走，不变的剧本！,未知用户,04-01 09:55
300059,高开低走，果然是永远的主题,未知用户,04-01 09:55
300059,散户抱团股不断跌，散户恐慌情绪极高，抢砸,未知用户,04-01 09:55
300059,劵商压盘，渣男,未知用户,04-01 09:54
300059,一季度A股成交额那么高，难道券商不表现一下吗？,未知用户,04-01 09:54
300059,靠，大涨1,未知用户,04-01 09:53
300059,除了A和港，其余好像都在高开高走暴涨啊！,未知用户,04-01 09:53
300059,全球少见的主力机构,未知用户,04-01 09:51
300059,怎么可能涨。尤其是这些汇金系列,未知用户,04-01 09:51
300059,战争马上要结束了，但是我的钱的的确确蒸发了,未知用户,04-01 09:49
300059,走了，换股，多的是,未知用户,04-01 09:48
300059,又要绿了,未知用户,04-01 09:48
300059,昨天说了今天反弹，但是还是会继续下跌,未知用户,04-01 09:47
300059,收盘翻绿，百分百,未知用户,04-01 09:47
300059,会不会像昨天高开后，一直按在均线下面干到收盘！,未知用户,04-01 09:47
300059,快跑咯，不要有幻想,未知用户,04-01 09:47
300059,此股废了+12建仓,未知用户,04-01 09:47
300059,跌很轻松，上涨费劲,未知用户,04-01 09:46
300059,垃圾垃圾,未知用户,04-01 09:43
300059,别的股跌完都百分4-7的反弹，这垃圾今又要暴跌吗,未知用户,04-01 09:43
300059,不赚钱不出，反正就200股！！！,未知用户,04-01 09:43
300059,券商高开低走的低开低走己走熟路这样走是不是比较省力呢,未知用户,04-01 09:43
300059,又高开低走，往下死砸,未知用户,04-01 09:42
300059,维持看法不变,未知用户,04-01 09:34
300059,19.17T仓45000倍入上板,未知用户,04-01 09:40
300059,还是熟悉的配方，还是熟悉的味道,未知用户,04-01 09:40
300059,炒股要用望远镜，不能用显微镜,未知用户,04-01 09:40
300059,一直走得好好的A50期指，突然断崖式跳水，原因无它，那就是大A开盘了！,未知用户,04-01 09:40
300059,冲高跑永远都对,未知用户,04-01 09:39
300059,每天都在滑滑梯,未知用户,04-01 09:39
300059,继续跌。。涨就干他,未知用户,04-01 09:39
300059,高开低走一样的调调，18.8，得不得？猪力给个机会,未知用户,04-01 09:38
300059,怂蛋猪力,未知用户,04-01 09:38
300059,16.8等着你，再一周，,未知用户,04-01 09:38
300059,诱多，散户还往里进,未知用户,04-01 09:38
300059,就这出，收盘不绿就不错了,未知用户,04-01 09:37
300059,高开低走，老剧本了。,未知用户,04-01 09:36
300059,量化，又低走，看看日韩，表脸,未知用户,04-01 09:36
300059,高开低走，祖训,未知用户,04-01 09:36
300059,主力解套了，老乡们快抄底啊,未知用户,04-01 09:35
300059,五分钟打回原形，散户就不要玩算哒,未知用户,04-01 09:35
300059,高开低走,未知用户,04-01 09:35
300059,马上绿，天天跌罢了,未知用户,04-01 09:34
300059,跑等不缺口在进！！这种没有什么好说的！,未知用户,04-01 09:34
300059,上涨如便秘下跌如窜稀,未知用户,04-01 09:34
300059,又是高开低走,未知用户,04-01 09:34
300059,高开会高走吗？！,未知用户,04-01 09:34
300059,同花顺和指南针加油,未知用户,04-01 09:34
300059,今天大涨十几个点，让看空的人拍断大腿；然后明天冲高拍断左腿的人追进，然后，下跌，,未知用户,04-01 09:25
300059,张一天，跌一个月。。又要走出一个向下楼梯了,未知用户,04-01 09:33
300059,又高开下炸了,未知用户,04-01 09:33
300059,开始诱多，高点准备跑了,未知用户,04-01 09:32
300059,昨晚梦见东财涨停了，声明我没有这个股,未知用户,04-01 09:32
300059,无非就三种走势：高开低走，平开低走，低开低走，有第四种就算我输！,未知用户,04-01 09:32
300059,19.2T入40000倍t仓开盘抢筹建仓上板,未知用户,04-01 09:29
300059,好家伙！恒生指数预判的是高开1.4%以上，越高越好，直接高开2.30%比较猛了！,未知用户,04-01 09:24
300059,今天最少4个点，奉劝各位散户，做T做短的，4个点以上再跑。别说看不起自己。,未知用户,04-01 09:28
300059,散户集中营,未知用户,04-01 09:19
300059,不能让大盘涨啊，券商准备砸盘。要慢牛！,未知用户,04-01 09:17
300059,昨天尽然减仓了,未知用户,04-01 09:24
300059,高开低走，再套一批，我有三十万股，死磕到底！！！,未知用户,04-01 09:23
300059,高开低走，每天都砸证券板块。今天除了证券板块都疯涨,未知用户,04-01 09:21
300059,又是高开低走，又要套人了,未知用户,04-01 09:17
300059,工具人，今天怎么表现？,未知用户,04-01 09:10
300059,今天更是主力出货的时候，起码净流出5个亿,未知用户,04-01 09:12
300059,20厘米涨停！！！！！,未知用户,04-01 07:41
300059,终于到V4了,未知用户,04-01 09:08
300059,今天上20元,未知用户,04-01 09:09
300059,今天券商也不会涨,未知用户,04-01 08:50
300059,哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈,未知用户,04-01 09:06
300059,大涨0.05%,未知用户,04-01 09:03
300059,…………振兴此股 全线务实暴发 为什么不警醒？,未知用户,03-31 02:49
300059,今天千股涨停，包括你，不然，大家好走了,未知用户,04-01 08:51
300059,今天利好小跌一个点,未知用户,04-01 08:22
300059,今天科技大涨，没证券什么事,未知用户,04-01 08:46
300059,带领大盘反攻吧,未知用户,04-01 08:47
300059,今天收盘19.90,未知用户,04-01 07:51
300059,中美欧全球对比：中国：12–13亿桶，可用110–140天美国：8.7亿桶，可用,未知用户,03-31 08:21
300059,今天找机会大干,未知用户,04-01 08:36
300059,历史大底,未知用户,04-01 08:33
300059,反思：东财是不是被我拖累了？因为我重仓的票一直不涨的，一割就涨，这次打算死扛，就,未知用户,04-01 08:26
300059,今天科技和券商涨停潮,未知用户,04-01 07:56
300059,美股和日经指数涨疯了,未知用户,04-01 08:11
300059,扛大旗的，反攻开始，站上20.28！,未知用户,04-01 05:43
300059,今天又可以压盘了，,未知用户,04-01 07:49
300059,兄弟们，美股暴涨爆拉了，今天要高开高走了，别T飞了噢,未知用户,04-01 07:32
300059,要跌回924之前的价格，不急，慢慢来！,未知用户,04-01 07:41
300059,反弹看科技，证劵压盘。,未知用户,04-01 07:37
300059,除了券商都可以反弹，券商是没有增量资金参与的，放心好了！,未知用户,04-01 07:37
300059,明天科技股涨停券商股继续充当压盘石,未知用户,04-01 01:32
300059,今天涨停,未知用户,04-01 06:41
300059,将近19元，还早着呢，16以下可以建仓，直到10元满仓,未知用户,03-31 11:24
300059,十个一字,未知用户,04-01 06:07
300059,让我回本吧亏死了我不想玩了,未知用户,04-01 05:31
300059,东方财富:东方财富信息股份有限公司关于子公司东方财富证券股份有限公司向专业投资者公开发行公司债券获得中国证监会注册批复的公告,未知用户,03-30 06:22
300059,涨5个点以上就行,未知用户,04-01 04:41
300059,看这样子。冬天的菜今天至少涨5个点。脱离底部区域。,未知用户,04-01 03:11
300059,明天能涨5个点吗？,未知用户,04-01 01:18
